"n","S","Tot.incid","C_jacc","C_jacc_Z","B_jacc","B_jacc_Z"
5,9,23,0.503240740740741,1.19047131030063,0.450793650793651,1.47287468486712
5,151,385,0.48257689477557,0.862152168234032,0.466140566373305,4.88274503710863
5,23,54,0.296113306982872,0.0303388534143693,0.417022111875053,1.21126739447138
5,7,21,0.471428571428571,0.522781160852111,0.476666666666667,0.728098503226935
5,190,483,0.454472291840713,0.72948505108882,0.458308693765664,4.91328048584007
12,28,74,0.18314961787184,0.478230508741658,0.283156188236402,2.0770040028464
3,5,7,0.383333333333333,0.144661821558808,0.15,-0.512008802983587
3,66,126,0.49005439005439,0.0942929006029048,0.476703096539162,0.31858278235341
3,4,9,0.5,-1.47280910734102,0.666666666666667,0.214779015046798
3,78,146,0.466366966366966,0.0176407215460114,0.454112958881542,0.0670979445973324
8,8,29,0.324192176870748,0.389272880315488,0.363818027210884,0.554873626408681
12,78,577,0.529624716313028,1.22082974857944,0.520630831033286,2.91074228788905
7,51,253,0.569581699346405,0.575529987241444,0.656016074711666,3.37143371241062
16,61,229,0.295716842356187,1.45259444270156,0.259616545407954,3.05749802033178
18,70,263,0.0949322792189069,0.0404199278174143,0.253384468675434,2.31821412352081
19,82,730,0.47243382085007,2.25421327630855,0.448314421613002,4.0448666842594
19,82,525,0.363528830716947,1.70540881516598,0.354847438530085,3.78891569056202
10,8,24,0.221031746031746,0.405131590383943,0.356772486772487,0.892954158458048
13,16,80,0.220739445739446,0.182256527455625,0.354445981369058,1.02550067358319
9,11,44,0.277085137085137,0.151676598180958,0.372795414462081,0.603602476608521
5,9,19,0.334722222222222,0.279985077019036,0.335714285714286,0.441244157805261
9,35,124,0.346026410564226,0.812670035279117,0.453272879584404,2.97312753164226
49,14,162,0.0826101440963105,-0.0944411561111506,0.292745451355145,1.07369152077675
52,14,170,0.0853640329462335,-0.101652445145701,0.27531572458043,0.963545013322999
3,5,8,0.266666666666667,-0.325800307927552,0.333333333333333,-0.253936778079085
28,26,178,0.262432041818801,1.7100763605075,0.294781962556239,1.92031163416459
28,26,178,0.262432041818801,1.74550816008285,0.294781962556239,1.93735436633681
22,116,627,0.133965707005658,0.257329461138088,0.269643299823861,3.22326413569626
150,21,1114,0.201029765542725,1.32371516706747,0.389712174659865,1.85380878862876
36,18,317,0.286235866605745,0.357843255870163,0.509824525122144,1.80782162148025
31,19,289,0.311560570080553,0.384702093794014,0.43546534883347,1.19391878125342
83,19,508,0.19192479176058,1.40003044014673,0.39904069507728,2.04449028052107
31,57,452,0.27454871050613,2.01090100369097,0.265030893025516,2.58945615612514
22,53,380,0.349440401834362,1.9686454810968,0.349042719647907,3.14513069661552
9,31,72,0.322439836149514,0.85053172692777,0.149131652358777,0.388253870462097
6,155,426,0.346001955034213,0.466263300496863,0.414739882115059,4.31169393099904
6,38,117,0.384518729255571,0.34122212603443,0.490094800151066,2.11621208717131
34,25,271,0.154811241351748,0.141256972962018,0.352106419063713,1.67344415680632
13,87,189,0.174716674516193,0.479564388153171,0.0955717619730052,0.386616290988136
11,15,32,0.33312925170068,0.906819007525743,0.287245179063361,1.32047676963488
16,178,1663,0.481880764269833,1.50648591312653,0.571184541928451,6.57489194077095
4,29,66,0.507799671592775,0.766106051633258,0.490763946904298,1.67140467242544
17,24,67,0.19564954617704,0.751985932356731,0.16292620957954,0.72239503759126
24,10,96,0.29948823507647,1.15284668480382,0.377616747181965,0.924269563686433
7,29,95,0.48082336382829,1.1903086850115,0.546817671419236,4.32895022472902
7,32,101,0.475312019969278,1.28599321310283,0.514210773562277,4.28643227934051
49,147,566,0.282456329021318,2.98896652595818,0.209643713369621,4.62650243481874
62,43,233,0.259715089363078,3.23118802681589,0.161956819819319,1.47886894056768
93,40,498,0.144383218186482,2.21971458830895,0.166156946634839,1.46180471995968
11,8,51,0.38192254174397,0.0679675071519825,0.513160173160173,0.759229205634364
3,6,11,0.488888888888889,0.151734725364356,0.388888888888889,-0.256696223404251
41,30,432,0.248220291199476,1.35515452737742,0.374201298217129,2.15082590788893
22,16,134,0.209387643624292,0.552505228555191,0.438875386277984,1.91499837771591
22,17,136,0.200414765788502,0.541521709074902,0.413938838938839,1.8506330496794
8,205,670,0.230243959372367,0.0226741458427248,0.428849743812907,5.30887153748364
8,174,590,0.241563287995419,0.0239259954811616,0.445019149176479,5.10936131885364
8,125,460,0.271660675883257,0.0318912442680171,0.454751445674794,3.90057644483298
8,148,558,0.278081470683511,0.0252883475286413,0.476378294378186,4.51477389818907
5,133,335,0.322345636819321,0.00720663698228094,0.445970536869802,2.83742907148281
5,85,228,0.363001867413632,0.0830120007847942,0.455193493929096,2.04738653227648
5,109,307,0.378596103749009,0.0305888183383248,0.495110540736532,2.58611866574366
28,26,275,0.394775948724162,2.51534846782419,0.406097296129001,2.62688151576926
5,38,87,0.572641062114746,1.23150278890228,0.284969159090441,1.46009203155476
7,24,65,0.538164251207729,1.56437822089362,0.187102860467859,0.671145758640418
21,47,124,0.14525724814809,0.606166315360077,0.069461616021534,0.28491355829707
4,54,151,0.564640111809923,0.580710171731046,0.651636690925385,2.66726716306878
4,31,102,0.704659498207885,0.444673988225829,0.758576480990274,1.56073152329377
8,182,850,0.370629692591019,-0.00699244611194286,0.650279095713994,7.67758715746967
4,180,467,0.465740740740741,0.00537397311081733,0.586959957239802,3.64250538850884
18,50,201,0.221973661592509,1.03827324824174,0.280731864412609,2.76446153447093
4,29,49,0.457307060755337,0.593144976913084,0.258248695748696,0.416384050965881
7,11,27,0.438181818181818,1.11619908612815,0.204287775716347,0.492143440021102
10,21,57,0.360633030990174,1.24704492428368,0.164010505414014,0.653299095487486
34,45,414,0.219729384563651,1.56893378144005,0.335016564329676,3.12373345118752
11,11,42,0.242300275482094,0.536087543667261,0.34546176046176,1.00628382157784
13,12,68,0.367600244872972,0.92500235859783,0.300396825396825,0.571022739486228
45,14,126,0.116525242838887,0.523311590984411,0.304742737621525,1.21867548067447
48,14,129,0.115347234947311,0.547440066945242,0.277965700572084,1.06076468840163
12,102,319,0.151369289590023,0.0984515830150788,0.210753268466846,1.38924050338547
13,59,216,0.199784119056474,0.324602823647242,0.219132372217617,1.27422124483238
29,15,73,0.071270477189078,0.0355671812945349,0.207281648291501,0.708631860479146
140,27,460,0.0458666249698562,0.22406541835092,0.174864895866951,1.01311390883599
202,29,654,0.0402033892143936,0.140081904121836,0.147352224151397,0.843570472334489
21,14,85,0.157944856264184,0.344987371217721,0.292536590393733,1.01901703926527
38,104,835,0.0855204073776247,0.146221746754649,0.324381074702932,4.33458765350727
9,38,240,0.569159384948859,0.375928894388857,0.559990172101649,0.577248773261128
4,38,123,0.711000474158369,0.557551714793485,0.689144886513308,0.717707299332132
16,21,133,0.267189212903499,0.108490088452525,0.222921026807443,-0.176987547603111
18,37,269,0.261546332379666,0.0507803278814776,0.243662051452353,-0.0927586033445062
18,41,302,0.262845120665243,0.0196324055641687,0.246094794899668,-0.122882371774078
12,40,148,0.191575646575647,0.0275758563744036,0.185925268592024,0.04116648186892
6,12,24,0.4,0.853864303953308,0.138730158730159,0.0533541241101912
3,11,16,0.593939393939394,0.835789205690844,0.324242424242424,0.455013859125701
4,61,190,0.715209471766849,0.856902659706527,0.625688193261788,0.761906282827802
4,20,44,0.532456140350877,0.802568988458445,0.43625730994152,1.22880072754445
4,9,20,0.458333333333333,0.41597951228168,0.402116402116402,0.333320996720848
4,16,21,0.30625,0.123002050627455,0.180144392644393,-0.0208002377893832
10,31,100,0.33347499573306,1.01230171856838,0.316593611761844,1.92128443812313
55,15,301,0.148709052695985,0.225203320493958,0.592369364642092,2.77880161084096
7,15,61,0.42421768707483,0.729276063274358,0.632909022194736,2.07540051151012
55,20,122,0.0441607326960513,-0.130158245324115,0.117498797498797,0.32154613341394
7,20,29,0.139473684210526,-0.0410076216964984,0.0612244897959184,-0.487679494709534
55,35,423,0.076420058247244,0.0234278055183118,0.404082576113176,3.15808071245857
7,35,90,0.220968387354942,0.123893977794574,0.385660291393374,2.00797778663366
3,72,126,0.648278560250391,1.04260533128155,0.41333587108235,1.87718773584225
3,74,128,0.637911884487227,1.00146815564292,0.403390232337601,1.87006210699714
19,211,718,0.152541527413292,0.474819712394154,0.36483643439683,8.39296605002602
18,51,114,0.160380800027859,0.569078418403889,0.149217787469157,1.32703696105248
14,112,1006,0.453160728607157,0.509443271380473,0.708064926788643,6.64607330596761
11,61,331,0.335888944085665,0.267285946449131,0.433039591836038,2.02715154065662
9,23,133,0.507238534412447,0.831029295705047,0.588674693899152,1.91694787214798
10,23,133,0.443759018759019,0.632518754228357,0.482078526335492,1.30029810636331
12,102,527,0.396923459852988,1.35958574575759,0.365107169009916,3.90754411454166
10,84,369,0.332318503037092,0.607968902833745,0.357608978758738,2.33334186476206
10,6,48,0.714285714285714,0.963157901465639,0.691851851851852,0.679384321683969
10,30,136,0.252432037949279,0.176815144044703,0.546472676520238,3.08139621408351
