"n","S","Tot.incid","C_jacc","C_jacc_Z","B_jacc","B_jacc_Z"
5,32,96,0.41760752688172,0.108238847021731,0.543743805309023,1.70743160505791
5,25,75,0.396,0.035637608001482,0.634540294586734,2.42876368429336
4,19,33,0.357212475633528,0.229267009879294,0.315013227513228,0.479185750245474
13,11,53,0.24030106257379,0.604880873010601,0.372868335368335,1.20304513287038
4,19,45,0.403021442495127,0.0342541824953563,0.498511904761905,0.888363983690271
6,25,72,0.339333333333333,0.228717969474684,0.411635858744487,1.16969401132306
17,19,62,0.110071669243496,0.233557892641615,0.311996806298277,1.74510289079188
15,28,96,0.168717158796524,0.397397083511346,0.203008215227366,0.969550188861671
18,29,98,0.136737803794454,0.404461270488837,0.158838559960851,0.868535388766034
17,24,64,0.134272973403408,0.431209213226681,0.174080759926348,0.905428390280094
17,23,71,0.0980595381781152,0.061453299762621,0.177946910116028,0.719595998909955
6,16,37,0.320972222222222,0.229288467425074,0.30509768009768,0.576390977270195
9,11,98,0.97979797979798,NA,0.97979797979798,NA
4,21,41,0.331349206349206,0.0508006457113875,0.302935340802988,-0.142972515472872
3,23,47,0.565876152832675,0.432567987599547,0.510480747322853,0.423513290355276
6,31,88,0.36921146953405,0.49812033662495,0.343672404127782,0.949046977339882
6,27,102,0.49363722697056,0.555135239240386,0.536332341952479,1.43696028267635
97,33,316,0.14005420600665,1.98714568508446,0.0695930774246743,0.27889545991361
7,32,59,0.371068548387097,0.906991479564536,0.139790237730741,0.413389158936998
27,52,471,0.164659523521637,0.181857683627053,0.399103416391393,3.0324810822244
26,49,497,0.191530978051717,0.100713997592232,0.482195442554124,3.5920891875642
26,27,122,0.0912429418938186,0.148610373312407,0.240122172699096,1.37387283904283
26,27,180,0.0986829679397498,0.125749187677497,0.479947061485523,3.43523847328414
27,63,322,0.0861612753506926,0.129335960143522,0.234754349625661,2.16506505574542
26,55,344,0.101720013711646,0.0863271947116066,0.334130075666485,2.96101906843297
27,33,212,0.0872714951356942,-0.00929199587944568,0.463663338411956,3.65297145287631
26,47,230,0.0749893515923359,0.106962557576303,0.348835126464919,3.36154866277869
13,34,141,0.211494175264229,0.265948397099431,0.21394521499166,0.530267203921584
25,6,53,0.174727668845316,-0.253345695833447,0.272666666666667,0.218385572151571
45,8,144,0.226225436796948,0.283834287286475,0.359259259259259,0.66363260544514
98,8,390,0.30250046930361,0.371400173591718,0.460155490767736,0.795671142327994
36,6,66,0.111285554863072,-0.466528151715939,0.327804232804233,0.492562691215658
93,9,216,0.0927851110016182,-0.120015364326101,0.308769117745275,0.815076770680441
65,14,249,0.266959553663807,2.04316923014749,0.170970810706388,0.26786606910336
29,19,211,0.22115739832722,0.625222335229576,0.477501507395017,2.29675442296324
29,19,211,0.22115739832722,0.629967602197029,0.477501507395017,2.30328899950525
11,14,46,0.252312370169513,0.50497327259919,0.198929403929404,0.321311428319519
14,71,193,0.11722498270788,0.14508384050174,0.158006044894079,1.06926390533638
15,51,139,0.136457653457653,0.296986577806384,0.151835642464304,0.999887804834441
15,45,121,0.105528357725327,0.137142692271156,0.181093170020636,1.28202861962042
15,43,107,0.104815379649267,0.181752059424711,0.132035004244204,0.756210066045184
14,55,242,0.189422734018694,0.334920336669319,0.345551843736697,2.73721689049877
15,45,165,0.157248315657407,0.284133800895074,0.232093132407729,1.51723712316589
15,41,121,0.13084003733394,0.300401099870618,0.220952232087407,1.71198000092158
15,34,102,0.114847254152067,0.182849560555682,0.22614107001325,1.42830077859855
15,124,378,0.140603108099174,0.316142378057036,0.184899556465649,2.12840232181746
15,71,342,0.182919015927064,0.309158144953981,0.384237082383844,3.67898002182753
14,72,193,0.115670518839533,0.122231097247811,0.189604132248694,1.50517016222474
15,69,177,0.0862192699788608,0.0294386721473098,0.169675142111038,1.29771877664912
15,37,109,0.115665378165378,0.176528757521991,0.176281339141799,0.972490143007638
16,57,243,0.197936839337215,0.622139935022351,0.263055939415064,2.18344543759876
15,44,168,0.140019910791581,0.196336654766398,0.289485788093541,2.08268832345058
15,38,132,0.152616235510972,0.319640473956054,0.312068544650505,2.32318424654206
16,109,323,0.119234487385609,0.22025529020522,0.198856577163981,2.33400835219596
16,77,338,0.194804091822205,0.579882276352624,0.303600623784085,3.15432934672541
12,40,173,0.213417508417508,0.240714130106491,0.327780236172323,1.69550820012473
22,57,494,0.222052878828234,0.327006742952618,0.453246168100556,3.43569308451822
9,72,392,0.418731214447177,0.151931699367829,0.591124625723604,3.32206121807576
4,54,95,0.361926391800606,0.109369519613546,0.293913906142167,0.224516809701021
4,59,88,0.276446522501461,0.00202970357777562,0.154822301881125,-1.20645112364774
4,23,27,0.286561264822134,0.0933666583420808,0.0500518000518001,-1.02471361354124
12,88,210,0.144911035643794,0.20469672330188,0.114620139661602,0.378804262830877
10,29,101,0.234598092110407,0.422453429319765,0.331359430413027,1.67270815100527
3,35,50,0.350700280112045,-0.0405200052887704,0.2531569664903,-0.81473250990178
14,90,164,0.228604143810136,0.781989602695072,0.0894669373584225,0.843705948916505
10,29,42,0.332717569786535,0.920565450308664,0.0738287638287638,0.103830146456425
9,33,45,0.204229797979798,0.359926000585825,0.0575665461082128,-0.0549037245723864
9,27,39,0.277967711301045,0.628928905698589,0.0489054881211744,-0.179172965570101
10,29,43,0.300492610837438,0.836414054889387,0.0448742582953109,-0.143899084241783
8,35,51,0.258011204481793,0.518899911850844,0.0577685039253362,-0.0719772505928981
8,26,36,0.251538461538462,0.473153968394041,0.0671704198793982,-0.139393368229686
7,24,31,0.380434782608696,0.733623808198314,0.0435846560846561,-0.257634798528917
8,27,47,0.223884140550807,0.337424093549459,0.165364298400013,0.73750722076919
10,44,96,0.130488019732206,0.0491186791066222,0.18134305437711,0.825206062274151
11,47,125,0.159591888222786,0.215801062365751,0.219192668553879,1.32775302488625
3,8,21,0.767857142857143,0.685136311040279,0.827380952380952,1.93713706278105
3,47,101,0.559666975023127,0.00769952115611291,0.61024661024661,0.977111838870508
3,44,91,0.557434813248767,0.26936947743838,0.575892857142857,0.930728784959507
144,31,384,0.108226732293297,1.65505751645593,0.0576225823275885,0.15318744461075
18,10,50,0.440685237057786,2.12260881251878,0.443391430646333,1.24960065249883
28,5,77,0.50718045112782,3.56125867126083,0.547707231040564,1.23613539545916
7,222,507,0.229272582213759,0.191255356771031,0.246626436768583,2.43724339520921
6,53,105,0.527890662796323,0.8194653967442,0.392433218091555,2.79626722011122
16,82,507,0.218328782195088,0.164009803049346,0.388624972910815,3.04197509619333
30,38,459,0.332316026693228,1.62629985069434,0.364764128568307,2.20413149463392
7,40,130,0.482152014652015,1.43875834976919,0.431270560493834,2.79693912071104
21,56,201,0.15717116638594,0.630383881230363,0.354544507536805,4.07758787467492
43,84,512,0.0628628170272358,0.253132416024499,0.256242094119185,3.50699828270024
6,78,250,0.517604617604618,0.669064351395558,0.277307271201738,-0.866817845560676
26,49,117,0.158837495759765,0.826588436776739,0.124561383262288,0.85569509377406
23,69,385,0.143780283698868,0.336714818001656,0.298721285719381,2.98279080540264
22,18,106,0.156627572751685,0.470266286628744,0.340519497337679,1.5864882261458
8,6,19,0.330634920634921,0.422343050315917,0.253571428571429,-0.0776312873205556
8,15,32,0.226371882086168,0.400012998208264,0.198012007833436,0.461679131166317
6,6,25,0.605555555555556,0.909779680115573,0.562222222222222,0.863680779283032
6,11,38,0.490909090909091,0.985305150584443,0.552323232323232,1.41882317205803
26,37,303,0.256784006977225,1.39857692175802,0.361090579434405,2.84926103921659
9,37,150,0.360169097669098,0.868890575903517,0.559398811111383,3.84082338768135
11,32,118,0.420785912116557,1.5687901187609,0.325571759211789,2.2083698418727
13,28,141,0.294223259104211,0.888458511659618,0.365413676262144,2.01380464670725
15,25,185,0.395460391460391,1.24656359502101,0.453653234352617,2.16034834470578
48,84,312,0.0795766072646035,0.579567394667777,0.120377822548343,1.61650276778302
8,52,138,0.237630180277239,0.149370409207379,0.365050572507407,2.60136046841622
23,22,51,0.0679777971794779,0.0261070323159725,0.184199134199134,0.91859836534592
17,56,123,0.119622505921207,0.2781174085135,0.120230428453959,0.841891193915946
34,27,98,0.125603094867382,0.750166657187838,0.182690468778034,1.05143959190531
20,25,76,0.160622287842876,0.619560183255787,0.217114935378745,1.19311194032464
14,9,22,0.0694444444444444,-0.210332203356593,0.217032967032967,0.376369996486743
20,597,2286,0.14932124237665,0.494551118677279,0.232275029122262,7.35890352652394
9,479,1241,0.261547760819256,0.46453960903263,0.286291775303421,6.49917548628749
12,412,1129,0.192463035039748,0.40952623943495,0.16203431048206,2.42677845267712
3,11,22,0.527272727272727,0.200351429014982,0.462626262626263,-0.129053732368308
3,10,22,0.614814814814815,0.477968902512293,0.566666666666667,0.432505521086314
18,10,52,0.360631030189854,1.88677585548396,0.36624649859944,1.33270346532969
19,10,59,0.34355703120409,1.78346224830296,0.364731272626009,1.33460557627908
10,10,32,0.418148148148148,1.43760736027817,0.332804232804233,1.21274924214091
9,15,50,0.350030234315949,0.902957500770497,0.311809795143128,1.0645695348015
19,10,59,0.34355703120409,1.77823509464483,0.364731272626009,1.3220949806918
4,25,50,0.505,0.615590803261017,0.342423952858735,0.49600269072001
10,17,59,0.357119514472456,1.09759586696476,0.274238909238909,0.920661433885119
15,81,679,0.429778767186175,1.00176136243102,0.548927441749662,4.62190137289794
7,19,55,0.373113338902813,0.802390827140104,0.404949116398696,1.77372280170797
3,216,439,0.607479184610968,0.726898330674384,0.548406797695705,2.8225049199947
3,188,374,0.614025107141503,0.79297554289221,0.529372802275406,2.3548768006637
29,71,435,0.0997317117012585,0.113796648200111,0.230372351227565,2.0002879226122
30,71,558,0.135993287106705,0.399320088882273,0.342934928982678,3.57833214598242
25,8,96,0.282642246292456,0.684007607700324,0.580134920634921,1.58775330339147
5,9,15,0.573611111111111,0.921880537817935,0.279166666666667,0.321978027448673
5,9,19,0.348611111111111,0.346233541208991,0.314404761904762,0.316036606201339
43,23,193,0.199651722980161,1.9117934854032,0.442055013519456,3.16715769311604
17,284,1424,0.229474657342096,0.786240826688498,0.317967809149512,6.44343253477006
6,261,651,0.350919049022497,0.575468019425601,0.319082421566957,4.23855358396948
3,10,11,0.266666666666667,-0.145193067128736,0.0476190476190476,-1.13362145497824
3,14,16,0.294871794871795,-0.0946554782444165,0.0703703703703704,-1.26858782758763
4,36,45,0.246296296296296,-0.0351906087229831,0.113441104893521,-0.928137095556696
4,18,23,0.235838779956427,-0.0776430487335725,0.125673400673401,-0.601789010167368
4,17,22,0.226102941176471,-0.0998057488450014,0.128703703703704,-0.59670349572684
4,16,21,0.238194444444444,-0.0849995175020253,0.141137566137566,-0.561922275406941
4,15,20,0.235714285714286,-0.0960515274589477,0.148941798941799,-0.499620932693508
15,27,65,0.156354914474573,0.37696756714884,0.154795274753258,0.72203053049201
7,61,280,0.4904033307312,0.297649968412911,0.593500038741934,2.38763536628234
7,78,280,0.338985617557046,0.163428882192865,0.476808500721008,2.82952300750277
7,10,32,0.287142857142857,-0.0624300782629261,0.451020408163265,0.890294711673159
7,14,32,0.166169544740973,-0.100110033210897,0.324829931972789,0.790419995772145
7,120,229,0.296195478191277,0.555081875642198,0.233425204338539,2.69284963076218
7,130,229,0.275350540931936,0.47906225281676,0.211673422584391,2.53403908152795
6,28,70,0.313932980599647,0.314040301489875,0.290610845295056,0.67664683378945
6,12,31,0.243181818181818,-0.0593141404139104,0.366190476190476,0.650311935052532
7,16,40,0.387916666666667,0.880247055268247,0.197120339977483,0.365750037302568
16,45,223,0.239264425249274,0.810583798815454,0.318952444040794,2.45046588220853
8,38,141,0.40734776129513,0.917238116098279,0.400706961628147,1.93715554033868
15,28,74,0.166157754649818,0.478884442910408,0.186514682018884,1.05038826945018
6,10,21,0.32962962962963,0.579831488359673,0.227566137566138,0.447485102364408
8,6,21,0.313888888888889,0.766538895341798,0.504761904761905,1.11547271539271
8,12,26,0.298538961038961,0.561135434976221,0.227285611214183,0.459092192560184
30,5,97,0.605394736842105,3.35010740780612,0.556934865900383,0.960181152268255
24,14,65,0.091629982018998,0.0624669706064153,0.264636530940879,0.925871066429073
21,14,80,0.154701646661892,0.289185117965144,0.279362502576788,0.925587687057664
45,17,145,0.0813902293160581,0.173439221014882,0.23857248531491,0.97436579237531
9,8,54,0.652891156462585,1.8400018981511,0.689417989417989,1.57024292871518
26,128,845,0.152205957850163,0.509165806354719,0.283997635806246,3.76611971877023
13,123,580,0.20720335945246,0.189298882189772,0.3515340676925,3.34085751581888
13,75,265,0.157345326345326,0.171102460257076,0.294459215887842,2.60865664366142
9,5,31,0.634920634920635,1.48593264464885,0.537037037037037,0.512528261850899
15,152,870,0.208325879080062,0.260899075679364,0.493465932224101,7.08812665445129
3,11,29,0.83030303030303,1.46019754908969,0.757575757575758,NA
3,11,27,0.709090909090909,0.529338315111115,0.684848484848485,0.484275570459083
6,26,38,0.352307692307692,0.566628974238035,0.128305761432696,0.323842615044692
5,8,11,0.18452380952381,-0.0283311470905522,0.0666666666666667,-0.471750836603167
6,25,34,0.167777777777778,-0.0228455425872128,0.0632506382506382,-0.65529534963663
6,26,38,0.173076923076923,-0.0112135293978293,0.0693898693898694,-0.706121610461069
6,26,42,0.194205128205128,0.0128111906600671,0.102771514977397,-0.559504380678298
6,27,46,0.194729344729345,-0.00112300331508654,0.149349261849262,-0.202615946141149
6,28,51,0.199470899470899,-0.0117494328427593,0.154957836281366,-0.226361801454207
6,29,52,0.190188834154351,-0.0287211288933673,0.151132418779478,-0.303142942460351
6,30,51,0.184291187739464,-0.0145703305801041,0.124767351384998,-0.431906759480311
6,27,54,0.239553656220323,0.0714359459337087,0.1597737883032,-0.386804389535363
6,30,57,0.22360153256705,0.0544127977739454,0.149449160691589,-0.381510407259818
6,31,61,0.248494623655914,0.114158749294961,0.151907373099324,-0.397085472597628
6,33,66,0.248989898989899,0.132302408580098,0.172303927162544,-0.212629704961676
6,34,69,0.237314319667261,0.0850269911133873,0.190003440125215,-0.0307093606928377
6,35,70,0.232408963585434,0.0827862753397484,0.18865845242935,-0.0287390647010894
6,37,71,0.221196196196196,0.0574369231840292,0.195941731090136,0.134057591036291
6,39,73,0.211988304093567,0.0401372853054205,0.188683796625444,0.106968458048168
6,41,76,0.215487804878049,0.0537164305119235,0.18873488292201,0.141376872636706
6,41,79,0.230711382113821,0.0919462426466484,0.206136552106288,0.304599908874983
6,35,75,0.232745098039216,0.0519991912186271,0.258496260457045,0.565038208763289
6,33,70,0.255618686868687,0.152684156196598,0.226701111132843,0.326938501642248
6,23,29,0.16501976284585,-0.0350142107140796,0.0505555555555556,-0.628576784054225
6,250,536,0.23688781793842,0.0939091620563847,0.302637554957242,3.11925532174192
6,39,50,0.229194781826361,0.216974314569999,0.0456208167477517,-0.742112979301187
6,62,94,0.223514895117222,0.187791209042098,0.106289734068301,-0.227514798239468
6,76,128,0.213842105263158,0.133820504979107,0.167242399403555,0.361906406420792
6,112,201,0.227541827541828,0.14468890201968,0.187047482298106,0.611609057836321
6,134,256,0.230870085661916,0.142469173872605,0.215162048722245,1.00601353129571
6,154,308,0.229285855756444,0.126353840488004,0.254447167128081,1.80887339374161
6,190,377,0.228361644852873,0.121227699081061,0.251220317299622,1.89313401143284
6,217,432,0.227467713489219,0.114016080573034,0.262338157507294,2.27922875870257
6,232,470,0.227922699905459,0.10673541184045,0.267609489379023,2.39004627522856
5,119,365,0.506677586288753,0.680886647202986,0.549933948388392,3.80031395299958
9,17,66,0.346597805788982,0.879381067849648,0.456228185394852,1.88988099956861
22,12,121,0.319410708791162,1.0542890783246,0.485936982690229,1.65507761432513
22,40,456,0.455232292514979,1.88696432553549,0.488016088362053,2.79860173406463
17,26,205,0.370037805331923,1.41656148217764,0.526006750232648,2.99801133245601
6,23,106,0.62931488801054,0.18413749576712,0.671946797164188,1.1126430708744
16,5,33,0.197007575757576,-0.177901612268139,0.386527777777778,0.419806710981731
17,5,43,0.314343744490803,0.144322957270478,0.425857843137255,0.371977855695234
9,18,64,0.307072829131653,0.614371548096641,0.356798063048063,1.48044323051354
8,40,84,0.531474358974359,1.62238864849181,0.261476910584053,2.55793654767311
102,39,1503,0.253124538599156,1.92488886887548,0.39713014749992,2.7134145854756
4,38,78,0.374585111427217,0.166414238255728,0.41550764050764,1.12784615886609
5,38,86,0.341370317686107,0.302045294235231,0.354436560171854,1.25879195945759
15,23,208,0.468159596222837,0.844799744096327,0.531731404498985,1.48970325578042
7,9,28,0.334722222222222,0.263540015237167,0.28994708994709,0.227779706759537
6,102,287,0.312935999482301,0.111822295631319,0.401842244392783,2.19713522933124
5,3,8,0.2,-0.807007020154417,0.566666666666667,0.557107857500493
25,13,92,0.182885116259729,0.602874040865839,0.410294612794613,1.58705385084898
48,78,237,0.0697320760742742,0.520535832316001,0.146163829585744,1.92992660073278
19,16,130,0.295418537860488,0.728299252829773,0.420778831305147,1.46499103149747
19,14,139,0.409829494777442,1.032064482982,0.479345281099667,1.35500753530882
14,19,145,0.517204757555635,1.47519569772666,0.415756649290144,0.918703441938343
19,15,170,0.427697888299392,0.777064623696,0.584003131371552,1.65352304040457
13,11,77,0.324390760754397,0.0845608736740001,0.547559385059385,1.34059776090835
57,14,210,0.161373988303076,0.811081637711524,0.384875744556196,1.61925268716122
15,13,74,0.211413372951834,0.14248275661444,0.408002130144987,1.31003473226031
12,6,36,0.30959595959596,0.339042053686332,0.551515151515152,1.12466381552177
30,35,303,0.168311039922903,0.39384035561474,0.255753882030491,1.24337133710751
4,683,1161,0.45314751921043,0.540207023055456,0.230195637370556,0.340676122420318
56,39,882,0.279429749887936,1.71763592189035,0.435302709704697,3.06999151910318
9,6,16,0.251851851851852,0.549106146952476,0.434259259259259,0.872986049730114
14,32,132,0.376940812323877,1.63516316632616,0.309351286592041,2.3915527062563
6,35,79,0.283305322128852,0.390169520466862,0.332691248915505,1.82383284892386
6,263,454,0.225515920239166,0.156724783910402,0.279250567698239,4.30470388059707
6,400,625,0.217105889724311,0.147341457936071,0.178428703968387,2.26877313495248
8,36,83,0.273469387755102,0.542217364639991,0.283470882415667,1.64558522082738
6,66,84,0.238547008547009,0.17789605196001,0.107064225096806,0.0677248735078379
7,38,89,0.252214996951839,0.379245014041508,0.253177368051247,1.29145810062673
7,63,129,0.229486991929388,0.290131084444216,0.187672380551171,0.964033528936366
19,22,247,0.413668361189068,0.863180319538072,0.65432321467029,2.67451438663043
14,18,119,0.307940189802935,0.37572396073118,0.440249503064629,1.33938692325418
12,46,288,0.389429596168727,0.918876254493149,0.542562360873326,3.47619336186626
12,49,306,0.372945931619401,0.873674970873957,0.553534438411474,3.82101365547819
21,48,245,0.232856896137168,1.2692627420756,0.223361940162519,1.94888156495734
9,6,35,0.420899470899471,-0.0294799794600241,0.625,0.850712332446651
6,48,175,0.41548463356974,0.0120386719395043,0.542059261273658,1.81675923248667
7,55,96,0.550420073753407,1.33649286500755,0.220723128380556,1.66751694911105
17,24,119,0.203847376929218,0.460078662316159,0.453913139322787,2.86172460367256
9,12,26,0.59042809042809,1.8847363849925,0.360185185185185,1.73518623464422
9,8,25,0.239583333333333,0.238299384781849,0.383796296296296,0.958276669661428
6,13,19,0.239316239316239,0.188240070729848,0.092965367965368,-0.246645513580563
9,10,31,0.33805114638448,0.894091275903381,0.332473544973545,0.98378025987499
15,198,732,0.315160011756689,1.41591363277258,0.215406580748538,4.03054953392203
15,152,598,0.352530375012076,1.61255529847059,0.229790024277465,3.77197333775069
