"n","S","Tot.incid","C_jacc","C_jacc_Z_sim2","C_jacc_Z_IT","B_jacc","B_jacc_Z_sim2","B_jacc_Z_IT"
7,10,32,0.287142857142857,-0.0494084728263962,0.0324944543241109,0.451020408163265,0.802762748492476,0.936153058017003
7,14,32,0.166169544740973,-0.0968280180155141,-0.39252352516055,0.324829931972789,0.830371450246602,0.588775737657312
7,120,229,0.296195478191277,0.555748450210718,-0.0730217659797539,0.233425204338539,2.67715402256007,1.64940605328352
7,130,229,0.275350540931936,0.478760138511316,-0.145075709279614,0.211673422584391,2.59554178105332,1.45161507858293
6,28,70,0.313932980599647,0.310366998106579,0.0143665676349629,0.290610845295056,0.655448361966626,0.676925450114234
6,12,31,0.243181818181818,-0.0597477134653421,-0.248710649751942,0.366190476190476,0.677601709470907,0.596662709212818
7,16,40,0.387916666666667,0.903298587592665,0.288503291911289,0.197120339977483,0.364430082602286,0.0935040106149818
16,45,223,0.239264425249274,0.811507007676312,0.319776575344354,0.318952444040794,2.4616366950516,1.48260490333973
8,38,141,0.40734776129513,0.910840416352015,0.541304601738784,0.400706961628147,1.92183134728064,1.84992022021981
15,28,74,0.166157754649818,0.464598424483457,-0.13443425721934,0.186514682018884,1.05270349721993,0.321793982959072
6,10,21,0.32962962962963,0.569438545390452,0.0066075491196116,0.227566137566138,0.446286368240221,0.0502211829132737
8,6,21,0.313888888888889,0.746098712512936,0.235238227131164,0.504761904761905,1.12604283169917,0.561723091651025
8,12,26,0.298538961038961,0.560988497887141,-0.043780191889744,0.227285611214183,0.46941152538774,0.155118184397776
30,5,97,0.605394736842105,3.4075545060002,2.78124487076123,0.556934865900383,0.950335325690643,0.678843532964563
24,14,65,0.091629982018998,0.0534890466852221,-0.194709576022108,0.264636530940879,0.942474709894531,0.276248365169287
21,14,80,0.154701646661892,0.30126263549442,0.065293058758691,0.279362502576788,0.927557172111166,0.3469780776805
45,17,145,0.0813902293160581,0.159879604861322,-0.0734045682772389,0.23857248531491,0.976531124505995,0.236996236865419
9,8,54,0.652891156462585,1.86722106228086,1.66271348946873,0.689417989417989,1.62087036654338,1.7289176006315
26,128,845,0.152205957850163,0.507873811196976,0.127452278114047,0.283997635806246,3.76648267876233,1.94761142134563
13,123,580,0.20720335945246,0.189493817714584,0.0536914547683706,0.3515340676925,3.32162397152276,2.22219717103781
13,75,265,0.157345326345326,0.170479198458434,-0.123667451687631,0.294459215887842,2.64176425266471,1.47504322810428
9,5,31,0.634920634920635,1.51057055512826,1.5382558451853,0.537037037037037,0.507976131677828,0.726949364179885
15,152,870,0.208325879080062,0.260755651522563,0.100310790818149,0.493465932224101,7.07930017836487,4.19760908640607
3,11,29,0.83030303030303,1.43312286952526,1.11938249200324,0.757575757575758,NA,2.30729140788716
3,11,27,0.709090909090909,0.481282695743548,0.711553725098056,0.684848484848485,0.436554750116904,1.80806036888435
6,26,38,0.352307692307692,0.564908997372278,-0.0269888190836448,0.128305761432696,0.290328955608149,0.035750000364705
5,8,11,0.18452380952381,-0.0447558263810241,-0.46035631681452,0.0666666666666667,-0.488153119184383,-0.587056563540536
6,25,34,0.167777777777778,-0.021042655483344,-0.420703691144629,0.0632506382506382,-0.65066221866882,-0.521107418336835
6,26,38,0.173076923076923,-0.0128804151456554,-0.40903798820969,0.0693898693898694,-0.704731085504421,-0.547811519666494
6,26,42,0.194205128205128,0.010786778975368,-0.353663699527408,0.102771514977397,-0.542100117211053,-0.372010555087971
6,27,46,0.194729344729345,-0.00744568593009107,-0.361009859036651,0.149349261849262,-0.20125970364007,-0.141438081554958
6,28,51,0.199470899470899,-0.00880724970328889,-0.332008624577101,0.154957836281366,-0.264967176102772,-0.150682468428415
6,29,52,0.190188834154351,-0.0283202751630606,-0.35773821400779,0.151132418779478,-0.283985269506841,-0.186707775587589
6,30,51,0.184291187739464,-0.013199655125363,-0.392099936490548,0.124767351384998,-0.449855701570588,-0.30495743962884
6,27,54,0.239553656220323,0.0701765481272953,-0.157426556602942,0.1597737883032,-0.320960693477376,-0.126669195632053
6,30,57,0.22360153256705,0.0580230524696504,-0.235088317691144,0.149449160691589,-0.368672765444396,-0.206154212069686
6,31,61,0.248494623655914,0.112896475039341,-0.155823413352328,0.151907373099324,-0.415482385564049,-0.167651423135189
6,33,66,0.248989898989899,0.125593678499523,-0.17472305341339,0.172303927162544,-0.198634447067971,-0.0332428499546209
6,34,69,0.237314319667261,0.0817295418238126,-0.209623443663697,0.190003440125215,-0.026293878810584,0.0423402558579528
6,35,70,0.232408963585434,0.0844458131066971,-0.24487297274299,0.18865845242935,-0.0307689739076886,0.0328360272553236
6,37,71,0.221196196196196,0.0566508073964286,-0.290474343483173,0.195941731090136,0.101340941009212,0.156378249001701
6,39,73,0.211988304093567,0.0397607817082175,-0.308316257548545,0.188683796625444,0.0804529267672227,0.0789878288071478
6,41,76,0.215487804878049,0.0532129264322162,-0.300749794789372,0.18873488292201,0.125438019016569,0.0832421344052947
6,41,79,0.230711382113821,0.0890862881538472,-0.261701811446123,0.206136552106288,0.276948899121973,0.232948609874033
6,35,75,0.232745098039216,0.0499777393238777,-0.261238918897372,0.258496260457045,0.558764471306765,0.526351371407301
6,33,70,0.255618686868687,0.146925920701128,-0.186412897232807,0.226701111132843,0.310320646040092,0.359273719402684
6,23,29,0.16501976284585,-0.0275300198774953,-0.450272720838125,0.0505555555555556,-0.605495422934544,-0.522216060387487
6,250,536,0.23688781793842,0.0938319305202562,-0.270072227784747,0.302637554957242,3.12329546872415,2.21140772432423
6,39,50,0.229194781826361,0.21529604039759,-0.318625560137979,0.0456208167477517,-0.743684841200364,-0.641742606518299
6,62,94,0.223514895117222,0.187426349956699,-0.308972927281662,0.106289734068301,-0.232596806833324,-0.256399680933754
6,76,128,0.213842105263158,0.13295043344764,-0.340484591196988,0.167242399403555,0.417946014255846,0.148391383412798
6,112,201,0.227541827541828,0.143824083983673,-0.300592299272331,0.187047482298106,0.62089867211999,0.325752331640756
6,134,256,0.230870085661916,0.141943526250466,-0.280357092002248,0.215162048722245,1.00971057506105,0.641013970768042
6,154,308,0.229285855756444,0.125881081985238,-0.292609117615977,0.254447167128081,1.813603382842,1.21156203033775
6,190,377,0.228361644852873,0.121165722518298,-0.301006247315126,0.251220317299622,1.93948248499809,1.25184013344537
6,217,432,0.227467713489219,0.11384745042439,-0.300574434254556,0.262338157507294,2.29528915826377,1.44591192860041
6,232,470,0.227922699905459,0.106369823511007,-0.301161545094035,0.267609489379023,2.40396826962637,1.62584524473943
5,119,365,0.506677586288753,0.680439096197345,0.503256271561088,0.549933948388392,3.67227402340144,4.76389889688001
9,17,66,0.346597805788982,0.891404672201006,0.385305712264294,0.456228185394852,1.88642707384298,1.43312655644378
22,12,121,0.319410708791162,1.05192792996177,0.96002480114739,0.485936982690229,1.65334274285502,1.14706360955998
22,40,456,0.455232292514979,1.90001339441128,1.77627322603868,0.488016088362053,2.80282546084529,2.58448601286817
17,26,205,0.370037805331923,1.43281254491269,1.0355418956781,0.526006750232648,2.98241762685794,2.2095440477334
6,23,106,0.62931488801054,0.19075519256455,1.16069733394536,0.671946797164188,1.05987476275719,2.59082213121166
16,5,33,0.197007575757576,-0.155174457197021,0.0927950504839371,0.386527777777778,0.40480064955714,0.137805693495479
17,5,43,0.314343744490803,0.152367655962195,0.57429088936243,0.425857843137255,0.370085421281357,0.288771920970637
9,18,64,0.307072829131653,0.614541817057758,0.150540551887044,0.356798063048063,1.4783846800781,0.896006816062544
8,40,84,0.531474358974359,1.61126377776266,0.612790136424926,0.261476910584053,2.49875342387724,1.4061850485312
102,39,1503,0.253124538599156,1.92456368757166,1.86184286072767,0.39713014749992,2.71399387925761,1.69857084940607
4,38,78,0.374585111427217,0.167044461411832,-0.112965355676427,0.41550764050764,1.09617985945153,1.47920527612784
5,38,86,0.341370317686107,0.305212680326207,-0.0703078801258642,0.354436560171854,1.26524692834608,1.21120396080743
15,23,208,0.468159596222837,0.835395470809631,1.27800959165856,0.531731404498985,1.49001932735188,1.96877286219532
7,9,28,0.334722222222222,0.246519396960539,0.192795258816243,0.28994708994709,0.231596380919436,0.178767761396221
6,102,287,0.312935999482301,0.110329500645984,0.0188594788155228,0.401842244392783,2.19006561351604,2.40570330060478
5,3,8,0.2,-0.740953188742026,-0.313103339925778,0.566666666666667,0.559644449905816,0.229180259358949
25,13,92,0.182885116259729,0.605174941218626,0.313616678296771,0.410294612794613,1.61170342454085,0.866759723884243
48,78,237,0.0697320760742742,0.526032720391363,-0.205728580307601,0.146163829585744,1.95876274329814,0.346292470489064
19,16,130,0.295418537860488,0.733055639174988,0.748341724201836,0.420778831305147,1.46466636933487,1.16023256556877
19,14,139,0.409829494777442,1.03983053360881,1.29851595211549,0.479345281099667,1.34633314298666,1.31011610134066
14,19,145,0.517204757555635,1.46399211843527,1.47011666683053,0.415756649290144,0.9361189228274,1.32977246334867
19,15,170,0.427697888299392,0.765649928981693,1.32338323414961,0.584003131371552,1.64303830433254,1.80352096771409
13,11,77,0.324390760754397,0.0891797789787229,0.549256183995641,0.547559385059385,1.31553829966315,1.32429310504077
57,14,210,0.161373988303076,0.840261306533737,0.712565825929361,0.384875744556196,1.61414137674744,0.790640667091206
15,13,74,0.211413372951834,0.155613260457042,0.146635021570876,0.408002130144987,1.31396803721504,0.905524325921491
12,6,36,0.30959595959596,0.358062429236292,0.589785141344913,0.551515151515152,1.11559774042032,0.808364891764702
30,35,303,0.168311039922903,0.385928598083473,0.228237375179347,0.255753882030491,1.25245783753002,0.730056023251155
4,683,1161,0.45314751921043,0.540162397116807,0.0817905436388664,0.230195637370556,0.173171588148681,1.77501907091696
56,39,882,0.279429749887936,1.7111964196228,1.50417717666999,0.435302709704697,3.06884248937064,1.95358984958056
9,6,16,0.251851851851852,0.492624502220109,-0.000605585851744073,0.434259259259259,0.905525386917955,0.226202332728144
14,32,132,0.376940812323877,1.63911680487627,0.680798334507134,0.309351286592041,2.41059858275848,1.30111198228591
6,35,79,0.283305322128852,0.391843881253907,-0.171637245046537,0.332691248915505,1.79569931837934,1.29172565028557
6,263,454,0.225515920239166,0.156758484708719,-0.337153117664548,0.279250567698239,4.36063017384949,2.64311304755848
6,400,625,0.217105889724311,0.147820921745396,-0.342603458139487,0.178428703968387,2.25179492284071,1.20526340782712
8,36,83,0.273469387755102,0.538694319257733,-0.0954863621543135,0.283470882415667,1.60953060602246,0.963361146924285
6,66,84,0.238547008547009,0.179504349600057,-0.298689818396864,0.107064225096806,0.0827161040532072,0.0189971542194398
7,38,89,0.252214996951839,0.385417702230156,-0.180142546524941,0.253177368051247,1.28275463379699,0.83802150256313
7,63,129,0.229486991929388,0.291101983756004,-0.215962532964888,0.187672380551171,0.984575817889266,0.594115868120101
19,22,247,0.413668361189068,0.849948016466064,1.35311883061794,0.65432321467029,2.68163657717018,2.5221393042318
14,18,119,0.307940189802935,0.360820053929402,0.589564745121054,0.440249503064629,1.33986845471857,1.28480307247899
12,46,288,0.389429596168727,0.917492226215287,0.771875064016293,0.542562360873326,3.52913023168275,2.93037260674701
12,49,306,0.372945931619401,0.871849716908492,0.676923749632576,0.553534438411474,3.80056093361662,3.07095059609508
21,48,245,0.232856896137168,1.2718642303977,0.339204396785712,0.223361940162519,1.95542215217649,0.864293815767952
9,6,35,0.420899470899471,-0.0286867931523104,0.741142291929862,0.625,0.867760996548286,1.12265673177076
6,48,175,0.41548463356974,0.00636279027613392,0.364465944063636,0.542059261273658,1.76837931564821,2.60336944730936
7,55,96,0.550420073753407,1.33366737484511,0.558594913744287,0.220723128380556,1.67376759476537,1.50742639807951
17,24,119,0.203847376929218,0.487885048115032,0.0716727683086749,0.453913139322787,2.86860559753602,1.45104991878195
9,12,26,0.59042809042809,1.89162229827998,0.840856481163965,0.360185185185185,1.68737829075903,0.430131181664995
9,8,25,0.239583333333333,0.255000921431588,-0.0220393218823942,0.383796296296296,0.982841292705102,0.340160399515008
6,13,19,0.239316239316239,0.188256203112646,-0.298597578664192,0.092965367965368,-0.230032224969863,-0.440803856623262
9,10,31,0.33805114638448,0.882323587823006,0.347500691386013,0.332473544973545,1.00196242183707,0.454004166404733
15,198,732,0.315160011756689,1.41576594992532,0.447915694288224,0.215406580748538,4.08522231544867,2.39666306104861
15,152,598,0.352530375012076,1.61666463184123,0.580963727266103,0.229790024277465,3.79485541518084,2.31563452038606
5,9,23,0.503240740740741,1.19071862292636,0.503331925451273,0.450793650793651,1.57785205307721,0.907005391972934
5,151,385,0.48257689477557,0.861736718131135,0.352844407863061,0.466140566373305,4.85186537920345,4.52499268329264
5,23,54,0.296113306982872,0.0274320479085702,-0.161276816122358,0.417022111875053,1.20250363486006,1.21081277290967
5,7,21,0.471428571428571,0.505141359371363,0.50591752820963,0.476666666666667,0.738109311697841,0.767604972577759
5,190,483,0.454472291840713,0.730855426465882,0.282643794230976,0.458308693765664,4.95943071628274,4.66142237931005
12,28,74,0.18314961787184,0.483808029894944,-0.131483600067724,0.283156188236402,2.04631045740024,0.966999559040734
3,5,7,0.383333333333333,0.193519315808293,-0.297699388852787,0.15,-0.520468198941918,-0.438172512511051
3,66,126,0.49005439005439,0.0907922967911184,0.00212667490129831,0.476703096539162,0.353566996019529,2.33524815314893
3,4,9,0.5,-1.41509716980849,0.289350618047784,0.666666666666667,0.192589540827781,1.00187856456031
3,78,146,0.466366966366966,0.0186424597942459,-0.0548217771855189,0.454112958881542,0.0527113551241148,2.15466231726611
8,8,29,0.324192176870748,0.370930581234986,0.360517261754561,0.363818027210884,0.560337083424394,0.439623802763777
12,78,577,0.529624716313028,1.21916997911326,1.38349895173211,0.520630831033286,2.9190717228371,3.62392559117568
7,51,253,0.569581699346405,0.584692740152501,1.02602543874799,0.656016074711666,3.28713762806431,3.93183496707538
16,61,229,0.295716842356187,1.45151391546822,0.398343935876969,0.259616545407954,3.04585281085789,1.64653998830218
18,70,263,0.0949322792189069,0.0405895826788747,-0.321536458536257,0.253384468675434,2.31266544480036,0.917126273208378
19,82,730,0.47243382085007,2.25811486391697,1.60659781235778,0.448314421613002,4.05445542317598,3.67001289125147
19,82,525,0.363528830716947,1.70665666653678,0.915502645001379,0.354847438530085,3.80758621309944,2.84078968800982
10,8,24,0.221031746031746,0.429744856300592,-0.0428327212160406,0.356772486772487,0.89039419622582,0.239057293231007
13,16,80,0.220739445739446,0.181333012738264,0.0732704920697129,0.354445981369058,1.04275567810801,0.776054892039994
9,11,44,0.277085137085137,0.128565951520898,0.16307602167183,0.372795414462081,0.598562926763484,0.640858612213842
5,9,19,0.334722222222222,0.284714322163629,-0.0477860563788899,0.335714285714286,0.415599333136043,0.412672788804232
9,35,124,0.346026410564226,0.810172135140158,0.257927165448341,0.453272879584404,3.00489095411642,1.93102733640952
49,14,162,0.0826101440963105,-0.101222785314535,-0.181002105055581,0.292745451355145,1.07930756306879,0.353020266439987
52,14,170,0.0853640329462335,-0.0978151718904558,-0.119320480751041,0.27531572458043,0.967364517365629,0.324684526548162
3,5,8,0.266666666666667,-0.350062841288774,-0.514429046132952,0.333333333333333,-0.27296000610898,0.0531393917054674
28,26,178,0.262432041818801,1.72970117984933,0.810126367611776,0.294781962556239,1.95099122291344,0.828008781091098
28,26,178,0.262432041818801,1.7192189891181,0.798050505193562,0.294781962556239,1.94187567982562,0.844339009763674
22,116,627,0.133965707005658,0.255840894414954,-0.0617054436358036,0.269643299823861,3.21469132081437,1.52016892953227
150,21,1114,0.201029765542725,1.3371453840736,1.42477498206231,0.389712174659865,1.85499202599725,1.03164973298062
36,18,317,0.286235866605745,0.337121766328083,0.931015429733301,0.509824525122144,1.81095139592661,1.4389544056603
31,19,289,0.311560570080553,0.387846065289468,1.02013586506848,0.43546534883347,1.18610742288427,1.25476836188739
83,19,508,0.19192479176058,1.39429675309235,1.09776091977485,0.39904069507728,2.0400625714609,1.0027199074981
31,57,452,0.27454871050613,2.01589480147222,0.979259667126286,0.265030893025516,2.57466378407417,1.34855649225326
22,53,380,0.349440401834362,1.97388898348616,1.17718054561557,0.349042719647907,3.13623344502784,1.9362803506937
9,31,72,0.322439836149514,0.855818419958208,0.217686336010493,0.149131652358777,0.366422608388134,0.235531643560291
6,155,426,0.346001955034213,0.466683715981252,0.0793397358249261,0.414739882115059,4.28111665797352,3.47768363685624
6,38,117,0.384518729255571,0.340243491436945,0.188517593845348,0.490094800151066,2.1199384582675,2.14994115654127
34,25,271,0.154811241351748,0.150735951489451,0.242613841824566,0.352106419063713,1.67069906803316,0.977913022552828
13,87,189,0.174716674516193,0.480744541787562,-0.101308920921378,0.0955717619730052,0.414536231356112,0.197175767081952
11,15,32,0.33312925170068,0.93064789185213,0.0990250335154125,0.287245179063361,1.28898809501351,0.406289688791389
16,178,1663,0.481880764269833,1.50585233245476,1.53176483964337,0.571184541928451,6.59119027955061,6.4762288373999
4,29,66,0.507799671592775,0.771733495663896,0.286929060040198,0.490763946904298,1.7314791104263,1.99271368442423
17,24,67,0.19564954617704,0.744586632758324,0.0119238248519378,0.16292620957954,0.714464848639044,0.148358942921188
24,10,96,0.29948823507647,1.13252676715472,0.871947908365158,0.377616747181965,0.931992097670233,0.627267515184678
7,29,95,0.48082336382829,1.18632075191125,0.568722763778922,0.546817671419236,4.3050302188997,2.38469837359151
7,32,101,0.475312019969278,1.28776023795624,0.579494597547739,0.514210773562277,4.32551835803048,2.43158149084505
49,147,566,0.282456329021318,2.98784490055669,0.754017534241439,0.209643713369621,4.65175881623849,1.87100271686317
62,43,233,0.259715089363078,3.24685947490944,1.01540486376367,0.161956819819319,1.45883586555544,0.26427187418735
93,40,498,0.144383218186482,2.18602212313307,0.797959823617905,0.166156946634839,1.45767654968968,0.310887166322284
11,8,51,0.38192254174397,0.072138205730439,0.647032304965177,0.513160173160173,0.743590442296129,0.967090210833191
3,6,11,0.488888888888889,0.140193726428984,0.067858488806119,0.388888888888889,-0.347772508777921,0.41281501315043
41,30,432,0.248220291199476,1.3534857295045,1.10572228611165,0.374201298217129,2.15228185529459,1.35646527803162
22,16,134,0.209387643624292,0.559519092877558,0.305308006532175,0.438875386277984,1.91379130968985,1.02804494541173
22,17,136,0.200414765788502,0.531382020659961,0.269282559114565,0.413938838938839,1.85023571150814,1.0023666947878
8,205,670,0.230243959372367,0.0238371054316937,-0.144392903522304,0.428849743812907,5.26667429543648,3.73939405193333
8,174,590,0.241563287995419,0.0240077924357098,-0.107951765367264,0.445019149176479,5.04155386616281,3.61918011156948
8,125,460,0.271660675883257,0.0319352872990973,0.0171331302957829,0.454751445674794,3.91150630835614,3.17304912487762
8,148,558,0.278081470683511,0.0234569489776596,0.0280821932148091,0.476378294378186,4.46282127572423,3.73608935491198
5,133,335,0.322345636819321,0.00666642834245646,-0.102465712314768,0.445970536869802,2.78920407968183,3.10701551929567
5,85,228,0.363001867413632,0.0798360884439075,0.0348694370240842,0.455193493929096,2.0203962688516,2.55956298064426
5,109,307,0.378596103749009,0.0291137708936855,0.0856303688899544,0.495110540736532,2.50452322565829,3.38092332546573
28,26,275,0.394775948724162,2.49291134520112,1.74622292528083,0.406097296129001,2.62911734677401,1.64189919904566
5,38,87,0.572641062114746,1.22829878871686,0.548286166476902,0.284969159090441,1.4357545158309,1.23198947015171
7,24,65,0.538164251207729,1.57494611063888,0.632249783503484,0.187102860467859,0.66636954918555,0.173805011271713
21,47,124,0.14525724814809,0.605793500770173,0.006174172835444,0.069461616021534,0.293366582333105,-0.143464873751485
4,54,151,0.564640111809923,0.575072475782203,0.502398555912413,0.651636690925385,2.78896818700873,4.06164263902794
4,31,102,0.704659498207885,0.456897986807989,0.992762596252268,0.758576480990274,1.68427044398056,3.84516575248674
8,182,850,0.370629692591019,-0.00701314465921167,0.366101626110628,0.650279095713994,7.79491344638459,6.95478756471342
4,180,467,0.465740740740741,0.00281767400253885,0.183993545560597,0.586959957239802,3.69093845084546,5.86350842890551
18,50,201,0.221973661592509,1.02938181537236,0.252057355289687,0.280731864412609,2.7601541264121,1.41537479617456
4,29,49,0.457307060755337,0.586220024508692,0.0822134097209752,0.258248695748696,0.423923821808447,0.636818700832282
7,11,27,0.438181818181818,1.09426311956541,0.338032989820999,0.204287775716347,0.520835897073635,-0.0970553471404764
10,21,57,0.360633030990174,1.24740095753318,0.327204842824029,0.164010505414014,0.651891003759815,0.0147572850705629
34,45,414,0.219729384563651,1.5648539927793,0.728192987530041,0.335016564329676,3.12530749355381,1.71282650825042
11,11,42,0.242300275482094,0.529331819252333,0.109325707757526,0.34546176046176,1.01878265161177,0.492081921483677
13,12,68,0.367600244872972,0.884598921734243,0.671808021367099,0.300396825396825,0.560752803474279,0.365697352530138
45,14,126,0.116525242838887,0.499446423953159,0.0651772462762844,0.304742737621525,1.21185652504698,0.405597625342728
48,14,129,0.115347234947311,0.639462048123078,0.100997823354597,0.277965700572084,1.07071332168069,0.300233005283961
12,102,319,0.151369289590023,0.10155938631327,-0.184440976738466,0.210753268466846,1.3851112046242,0.701521688943152
13,59,216,0.199784119056474,0.320160421620439,-0.0294359714614615,0.219132372217617,1.27196283870585,0.708991788818508
29,15,73,0.071270477189078,0.0332885828268634,-0.26180875364248,0.207281648291501,0.698799862211646,0.0705279945843748
140,27,460,0.0458666249698562,0.211247641733691,-0.15314545371579,0.174864895866951,1.01319869425718,0.250256828371072
202,29,654,0.0402033892143936,0.131316330719417,-0.117963152536536,0.147352224151397,0.843117546438178,0.165292492031146
21,14,85,0.157944856264184,0.345048504181424,-0.00437710222515575,0.292536590393733,1.00968441712918,0.353859247777702
38,104,835,0.0855204073776247,0.14782996015253,-0.0998952522340327,0.324381074702932,4.32835887399542,1.74544736232982
9,38,240,0.569159384948859,0.38157318746293,1.28020697287659,0.559990172101649,0.571680652430387,2.64910940510221
4,38,123,0.711000474158369,0.563198385204979,1.00826627514114,0.689144886513308,0.761248526892252,3.62524260988714
16,21,133,0.267189212903499,0.109342475899517,0.429219395313035,0.222921026807443,-0.17311740236376,0.295391574072399
18,37,269,0.261546332379666,0.0521250351416881,0.466015027536288,0.243662051452353,-0.0952317562291098,0.489716700970409
18,41,302,0.262845120665243,0.0198857922788294,0.465456194702572,0.246094794899668,-0.132532709469434,0.489178452414753
12,40,148,0.191575646575647,0.0295150157303675,0.100036146412174,0.185925268592024,0.0194148772162366,0.218549021118015
6,12,24,0.4,0.863952057574002,0.163506827434785,0.138730158730159,0.0620681120989957,-0.344937541144592
3,11,16,0.593939393939394,0.850627857784703,0.206364219320459,0.324242424242424,0.429787234931629,0.559633321567873
4,61,190,0.715209471766849,0.853542304862602,1.02651718513888,0.625688193261788,0.704575839709922,4.12083994133436
4,20,44,0.532456140350877,0.803755245193972,0.314228796529179,0.43625730994152,1.20366058664637,1.3192196458399
4,9,20,0.458333333333333,0.412734204109041,0.150245582814091,0.402116402116402,0.325097392328733,0.665716810566095
4,16,21,0.30625,0.130909432479953,-0.323689431317368,0.180144392644393,-0.0838818506631081,0.00830450378638398
10,31,100,0.33347499573306,1.01699612139754,0.32675380148895,0.316593611761844,1.91560304996683,1.30044731504844
55,15,301,0.148709052695985,0.196335208349087,0.512150604192589,0.592369364642092,2.77371782079679,1.48149750619154
7,15,61,0.42421768707483,0.730135070302495,0.470461662912239,0.632909022194736,2.02817368547692,1.98568464189549
55,20,122,0.0441607326960513,-0.119967684816696,-0.17783045881551,0.117498797498797,0.319608557757175,0.0190048590423079
7,20,29,0.139473684210526,-0.046492387117833,-0.397865769831487,0.0612244897959184,-0.483845770175134,-0.407309689980333
55,35,423,0.076420058247244,0.0283821290266903,0.0186943971449966,0.404082576113176,3.17149695651543,1.39168566563122
7,35,90,0.220968387354942,0.120206817262625,-0.222061852941113,0.385660291393374,2.08814105266887,1.49428792676936
3,72,126,0.648278560250391,1.04599779143506,0.399661054826859,0.41333587108235,1.82034943400843,2.6204695330258
3,74,128,0.637911884487227,1.00133340932432,0.372159808143627,0.403390232337601,1.79994935495609,2.75577209766644
19,211,718,0.152541527413292,0.473145767108352,-0.0747815504464686,0.36483643439683,8.45240528857765,3.73553054765989
18,51,114,0.160380800027859,0.568660923704408,-0.127118763595197,0.149217787469157,1.34551843352087,0.526902473002971
14,112,1006,0.453160728607157,0.51195498353339,1.17051855080609,0.708064926788643,6.63180306865943,6.27322332558276
11,61,331,0.335888944085665,0.268228946273455,0.546798224613301,0.433039591836038,2.03216919079692,2.22960319004817
9,23,133,0.507238534412447,0.822879638684851,1.10967622537704,0.588674693899152,1.88311625273914,2.2637692039097
10,23,133,0.443759018759019,0.636706797636732,0.844019137624656,0.482078526335492,1.30462589678949,1.66190216824197
12,102,527,0.396923459852988,1.35864238440944,0.734484185008598,0.365107169009916,3.86408594136287,2.94949166945303
10,84,369,0.332318503037092,0.607013508171908,0.411139244205705,0.357608978758738,2.33631221173654,2.0728897763762
10,6,48,0.714285714285714,0.919051070659168,2.023293452153,0.691851851851852,0.676871213905322,1.38124436038817
10,30,136,0.252432037949279,0.158116014076138,0.0325295477385251,0.546472676520238,3.07241423387677,2.14878660937195
