"n","S","Tot.abu","CA_rho","CA_cov","CA_cov_hell","CA_cor","CA_cor_hell","CA_bray","CA_hell","CA_ruz","CA_chi","CA_ratio","CA_cor_hell_Z","CA_hell_Z","CA_rho_Z","CA_bray_Z","CA_ruz_Z","CA_chi_Z"
3,3,31,0.333333333333333,-0.111111111111111,0.105926031245534,0.207345175663591,0.233687742017486,0.622222222222222,0.627456229881217,0.64367816091954,0.960928539602782,2,NA,0.0239542984922571,NA,0.0663071656747763,0.0534970324187758,-0.0234119182513298
15,65,1997,0.0780165617542649,2.46385531135531,0.00335820886055436,0.0622113123876502,0.0750687636678516,0.869396245851494,1.17266415064666,0.919535854338487,3.73278863411587,6.03125,-2.20718303752634,1.25015527760782,-2.18734326077001,0.920999327534235,0.829739258244041,1.99229712173287
4,13,479,-0.0766160189169482,6.37393162393162,-0.00150794546410576,-0.0663036324475139,-0.0777774959841675,0.771381107616538,0.829879377526723,0.845182688359781,1.68719055967432,1.08,-1.90330293024471,1.05353962577945,-1.96918455372932,0.577547559954469,0.543481699113681,1.66757460521404
3,9,50,NA,2,0.062111901613507,NA,NA,0.670917842047873,0.753663385820011,0.774281103886367,1.25813070801939,3,NA,0.576970086185376,NA,0.61228985268638,0.580811721119558,0.44751808794707
7,21,264,0.0881761896190764,0.892176870748299,0.00675260145897538,0.0676689124534119,0.0882377857312059,0.828548154037656,1.07206810903233,0.886439424833955,2.77182787855334,3.60204081632653,-1.2297729899796,1.24783774421977,-1.42098846544776,1.08241767705851,0.949055510465296,2.15343854016302
6,21,329,0.0992507298200672,5.54444444444444,0.0134082133278556,0.1036469363254,0.102151299272426,0.826874552979323,1.06343337390891,0.870967624081639,3.34993005690469,2.8273381294964,-1.57930921905222,1.15082556715879,-3.37703336517469,0.984291672175902,0.829983455817902,2.34901456790756
3,63,1412,0.00709625389074369,10.9598054275474,-0.00327251367116591,-0.00243206341634408,0.000843366107419957,0.759957943210641,0.842821295580606,0.833142673801132,1.5085824927799,0.317073170731707,-2.99840873414177,1.42845732268449,-2.48933017907756,0.897263194038902,0.775513700167557,1.72807009361683
3,77,1826,0.00976150985184246,23.4245841877421,0.00236454944660236,0.0124895824857651,0.0113734972462241,0.743592369822798,0.831285830585471,0.819514309064273,1.52898447598217,2.93877551020408,-8.07616398839133,1.14357934125597,-2.59085268621193,0.752934013053787,0.686287577257785,1.42083864817247
3,74,439,NA,0.56084166358139,0.0377339575607772,NA,NA,0.652109621466511,0.777348861505725,0.748643952325959,1.2694367645955,12.2542372881356,-0.166462281250102,0.465820379115545,-2.24268829360851,0.514697574165936,0.457503376209944,0.512670969536066
6,123,1339,0.142714912440578,1.11677106935004,0.0174088567211772,0.137662283272084,0.142866041006606,0.761604386780213,1.00369515946919,0.83348595135077,2.13961599109079,17.1298377028714,-1.31445680989322,0.578897111554596,-1.0488739891469,0.595833186011974,0.532027523183668,0.7989145534374
8,4,378,0.273551689892296,16.6279761904762,0.0088336448788689,0.250221409314826,0.231538754471066,0.489937466033941,0.623553810158459,0.653484137143736,1.00382621729658,1.51612903225806,-3.60217143634412,6.66345587639831,-2.23976218319645,1.81395348747092,1.8129472201429,5.40393997955908
8,4,854,0.279375847578368,86.2142857142857,0.0084216665196701,0.354083680111615,0.290757597021483,0.537278644099267,0.524062408365821,0.687438934385204,0.862857083453078,0.857142857142857,-5.11154792452277,8.07361474100004,-4.6436232738292,1.30370883545644,1.20864586333211,6.38934162537235
42,91,1459,0.0490829099611587,0.0245117767765851,0.000977687344347021,0.0367739491614928,0.0430636408231797,0.945861128128607,1.32941531994737,0.962577497423205,9.08867361668625,5.4826456434934,-3.72085422005495,0.911739380201499,-2.63899838731273,0.776655573105476,0.684123271191255,3.37818678731513
8,22,207,0.479445925977663,1.40445269016698,0.0417413667883942,0.345104381367571,0.44488263199453,0.658653672619108,0.843382630532291,0.775537513458043,1.56107562909821,10.7042253521127,-0.915279748593668,0.540172565384364,-0.64798872277656,0.510344217926414,0.468135073465396,0.361595786935925
91,679,2392,0.0756097246851773,0.00618255987421991,0.000837186981753202,0.0755933086567837,0.0767180636779124,0.931432282457377,1.30790339583637,0.942169900795053,8.48025592647679,45.3740883988532,-1.74293377457335,0.338097665194329,-1.36553866803267,0.360484810709828,0.31929203821363,0.580708810354543
20,30,12587,0.0691453974629866,10.0494192377495,0.000879067812963183,0.052254537471219,0.0774928638240628,0.77908830950411,0.98391166943487,0.853094261433024,2.48285651592922,3.71156462585034,-1.09014289551281,9.19727022749776,-0.989465737006215,2.18884907353281,1.83365004639886,11.0896544121091
4,12,713,0.0232699482475771,29.2777777777778,0.00515167868197881,0.00883656351296727,-0.00885589830336117,0.539830416611332,0.624303033082424,0.675390488033121,1.10191919811587,2.05882352941176,-3.72054300847322,5.9376167709977,-2.51803658638825,2.81949825165412,2.17685451327916,5.33269039585382
4,4,389,0.0333333333333333,-141.541666666667,-0.00689144852636315,0.00255499223615965,0.00524106430759765,0.770246373642473,0.803445072500273,0.854801569785357,1.21966644294783,1,-5.82537927672921,9.98877427865797,-4.71715870094153,5.04486033964824,3.48322246475158,7.84940154798857
11,17,1021,-0.035378724773917,-2.90942513368984,-0.00162632692902883,-0.0422476611692987,-0.0413330000710129,0.856587337193129,1.1058915932328,0.912653526916405,2.69164043586274,1.23404255319149,-0.248546995323109,3.55167000373505,-0.223256254081707,2.0163341890303,1.69257591668807,4.77796244023837
51,14,1360,0.103825512420783,1.48496444731739,0.00111964425133781,0.0290581094520659,0.0656583900647709,0.904524389678943,1.27750294885703,0.946871297610338,4.64941325118698,2.36122177954847,-7.43271745510303,9.65785206744495,-5.53907184004958,7.89305749952313,5.9701010654163,18.467372191174
5,33,1665,0.00451243970664538,-13.1323863636364,0.00144574266767765,0.00965190142376362,0.0154536797667643,0.877037203369445,1.0773110716335,0.920580988526567,2.32443268391296,1.57333333333333,-1.764293907011,4.2155766298722,-1.02230534228263,2.4456628069253,1.92791102120601,5.42139104243633
5,35,2692,0.107511571242751,-20.070756302521,0.0130408453527572,0.0942446325805135,0.0964090705638916,0.845825515069829,1.01736708330244,0.898304668134365,2.08553402829466,3.95454545454545,-2.47256681738208,5.47731698840624,-1.33743283917326,2.74358525185687,2.17838519844395,6.73155323052478
10,99,3310,0.0721117159832612,3.11104239675668,0.00589992102060952,0.065082238556248,0.0704003885752204,0.847715869743979,1.13123086577953,0.904047898203386,2.86642917332289,7.42462311557789,-1.96374162246617,2.93660879100294,-1.62603486192501,2.09085361421813,1.69244449102149,4.81981743044133
11,37,617,0.0477244178044915,0.140608790608791,0.00190096089064868,0.0269073781986978,0.038207718601698,0.817291373011804,1.10464103666983,0.885527241102298,2.76307177737599,3.23809523809524,-0.408887700725198,1.03925550557614,-0.525339016338145,0.984427231860521,0.868668678444522,1.785645041409
25,79,2183,0.199989132808876,5.84806231742941,0.0089782639973299,0.253706553424392,0.249407354896807,0.868552638036988,1.1159148182427,0.915226389301633,4.39265032340654,13.961157654227,-3.43160745576898,1.32231812831275,-1.79919706169246,1.01209101753246,0.882481074876801,1.83823481769418
4,12,58,0.133238111440517,0.0631313131313131,0.0394121603160228,0.134510329539454,0.188400948098612,0.583911874631733,0.828498429709582,0.691643860609378,1.45371549768596,3.97142857142857,-2.12021717913943,0.179869369546261,NA,0.0723280913131505,0.0987658523688158,0.261067089303863
3,5,25,NA,0.216666666666667,0.0266590688691269,NA,NA,0.499484372696447,0.535279892354728,0.633333333333333,0.754670367296927,1.5,NA,-0.517782372697533,NA,-0.290009462947249,-0.238935254922971,-0.699428905010944
6,11,84,0.267144237777524,0.543030303030303,0.0218282744446856,0.260431642605973,0.237751753425918,0.689199251199719,0.91729581247561,0.778675775592931,1.91201942140592,2.32203389830508,-0.145435849282878,0.384938299580202,0.0178943487738957,0.365544614666814,0.321777974460912,0.491180036575044
5,6,142,0.065219897492137,1.72,0.00446752777167424,0.0886909395916644,0.0626458336775765,0.825387205387205,1.03702395003249,0.890388503064276,4.37902083598782,1.28571428571429,-1.48887310901098,0.710764533380186,NA,0.652710167024845,0.654660373382123,1.51339568844633
8,49,871,0.0302781104858869,0.452608722060253,0.0030709764057481,0.0252799061204044,0.0296296430218937,0.888512506894029,1.19273098536404,0.926924036172511,3.01821105253587,2.35372848948375,-2.79211622236466,1.41923620859308,-1.97054031778507,1.24111577840267,1.095341532082,2.00451430564774
4,32,764,0.131033635010448,17.4128024193548,0.0251403066548268,0.135084123230506,0.154484671810374,0.767541581880874,0.877672617893595,0.844213997775474,1.69081172769557,5.19354838709677,-4.43052834938858,1.87520716843489,-3.27616885999589,1.14780788469587,1.03284550268781,2.2554493967342
18,11,134,0.104848616447802,0.404099821746881,0.00602706059700176,0.164383168147618,0.133618252802153,0.873350822702839,1.19408063288314,0.922032410990078,4.64218337904332,1.90983606557377,-0.642593945545905,1.13603423407775,-0.640004024077206,1.01432831742312,0.836248230367629,1.92827959992291
13,44,2225,0.22393741692935,24.0947376267144,0.0143979708897355,0.2150424404773,0.224280240121753,0.847277830465196,1.08093796307267,0.902688167137999,3.8653585144435,10.3695652173913,-5.19864640670534,2.06713525947453,-2.52210584475466,1.2464628754511,1.08116925898973,2.94578240698226
8,81,1139,0.0603178970484314,0.398280423280423,0.00394709508411619,0.0511765503013236,0.0589369025342465,0.822839459817736,1.10308565124476,0.885836247513212,2.56089819398917,5.08599508599509,-0.382197808990086,0.669567678017833,-0.286708963450696,0.655240964854421,0.603485809505653,1.0184470078113
20,36,4958,0.0207548424995213,0.381917293233083,0.0019410166688988,0.057842549238157,0.0414546417842555,0.938109173332186,1.23239152990886,0.96140662453389,4.14109821167754,1.09076682316119,-4.71057377081539,3.27267891941461,-3.15666869426349,1.99515356888643,1.69157397177607,4.80395452382395
19,38,3867,0.0250550570214378,5.13283921040154,0.00110811561304343,0.0250116505477501,0.0273210340997056,0.940730330471758,1.26209028611795,0.963354951275737,5.03734645308713,1.7993119266055,-5.5370962695295,2.57391073877572,-5.49417567900216,1.59914453019971,1.36545135140922,4.73082346376479
19,33,3956,0.0342026798791651,10.4156366294524,0.00156628760795201,0.0415564788151773,0.0420687761163074,0.934367417402477,1.23847551911052,0.96039891614935,5.30927546450311,1.95363408521303,-4.18926696601867,2.93676161850916,-3.17527495749428,1.74076382485137,1.48899329228391,4.8119688189566
19,33,2085,0.0417978399816036,7.99643917242601,0.00193711324752424,0.0476253776583563,0.0464529444850676,0.93263279119285,1.24595225292239,0.957554218672482,6.1665993162502,2.1972010178117,-4.64915117296663,2.27441088867812,-2.93781152479589,1.5447773235355,1.29785721284649,5.02381070061217
18,22,457,0.024064063856006,-0.0385649209178621,0.000565288182420328,0.00335539925283688,0.0147043920476142,0.929297531670719,1.2691291631799,0.958874750975256,4.62539748018173,1.64926931106472,-1.37405332412713,1.66714246046138,-1.30223370265431,1.52751258366871,1.27414472801295,3.33389641772463
14,13,1512,0.127157370731484,16.706043956044,0.00764750809895222,0.176650995084035,0.134014245032089,0.829012981143407,1.11867865521183,0.875350489880973,3.01893057494579,1.52127659574468,-2.91920854234218,4.63139728996419,-2.69862135039781,2.26897828376695,1.68471157772893,7.68469139426895
10,12,1139,0.0753213144948835,40.6442760942761,0.00914807883563465,0.0982444476436606,0.108305708239269,0.866043278512663,1.15280845061012,0.91633620772316,2.78148093196644,1.73469387755102,-9.7724771589908,9.84238039153905,-8.78023418018985,4.74524062005392,3.59928052178516,13.1094169390375
9,56,594,0.210421380851083,2.44229797979798,0.0231574541104172,0.235484455348225,0.230338867552661,0.809126084786626,1.03318870532305,0.851662560057681,3.6846978379837,11.0473186119874,-4.23570490324623,0.658864285613388,-2.00589210112668,0.705123042295498,0.582804345857169,1.70050024185767
4,24,417,NA,0.990338164251208,0.0224173448546285,NA,NA,0.509168584154364,0.435617228332832,0.645272800507456,0.644366378883072,6.53333333333333,-0.171923895140437,-0.387453691556502,0.177260061327249,-0.245650202270603,-0.219407172086787,-0.43655713333373
11,28,434,0.00857806558571883,0.0132034632034632,0.000845015589536928,0.0151799783381543,0.0116851606466097,0.892313068598791,1.22543274500699,0.92518895334566,4.71177941972469,1.17695473251029,-3.52328120699806,1.20060360148757,-2.81022586740709,0.944247543950587,0.828936249317233,2.28630231477937
53,17,2006,0.139269138097399,3.841423525143,0.00168798076041992,0.0654304698534597,0.102419984968533,0.888558777166796,1.23954630098973,0.936959340892811,4.65851701150719,3.27294906983837,-7.51791964958596,10.6818199784988,-5.42802162429496,8.71963870616863,6.34678896614453,21.7195835765927
5,42,1487,0.0227501080473749,0.583101045296167,0.00294510789965822,0.0225265900973654,0.0200972414056438,0.802649544578793,0.982163717230474,0.867662806497935,1.88321152628927,2.50617283950617,-0.777002321593375,0.876435270550296,-0.967015629194646,0.712273704833495,0.648858888215879,1.06906970844782
5,23,2639,0.003557606606512,8.67845849802372,-0.00127830854782337,-0.0058356123799565,-0.0116770092095121,0.820574575253169,0.912901192914994,0.877675786129409,1.71604495867668,1,-1.9043515131845,1.23902247911268,-0.645109923577365,0.607079226190878,0.61634770070684,1.2421775526917
