"n","S","Tot.incid","Whitt","C_segSc","C_togSc","C_jacc","C_sor","C_forbes","C_alroy","C_FETmP","C_pears","C_match","C_ratio","C_combo","C_checker","C_conn","C_segSc_Z","C_togSc_Z","C_jacc_Z","C_sor_Z","C_match_Z"
3,16,32,1.5,0.075,0.1,0.508333333333333,0.607222222222222,1,0.841666666666667,0.5125,0.1,0.561111111111111,1.9,3,19,0.666666666666667,-0.126957134813054,0.150487934760732,0.135681367521502,0.124917838217019,0.144081317659821
7,24,65,2.58461538461538,0.0721187025534852,0.10904071773637,0.248826777087647,0.334441202919464,0.970735708534622,0.57184381276803,0.54271911663216,0.0718802132725484,0.552277432712215,3.0188679245283,7,103,0.386904761904762,-0.141591927885379,0.191470705781347,0.189138129219135,0.17519240909116,0.179823761129339
6,16,48,2,0.0561111111111111,0.131111111111111,0.390277777777778,0.516189874939875,1.34951388888889,0.833648776351163,0.581666666666667,0.209708091019508,0.552777777777778,3.64705882352941,6,12,0.5,-0.440283349335994,0.473393793987517,0.467387628354353,0.486410209057343,0.4918126222881
7,72,296,1.7027027027027,0.0390677397719651,0.089611744541322,0.433037111558238,0.551729625790659,1.16049360980699,0.867790136872721,0.569556226246367,0.183678500882826,0.556002682763246,11.1610486891386,7,223,0.587301587301587,-0.4355163270974,0.456774430415251,0.465117097103736,0.453346510110223,0.447671939101363
5,19,57,1.66666666666667,0.0315789473684211,0.0631578947368421,0.431968810916179,0.53566323215446,1.15618908382066,0.861744133673303,0.528654970760234,0.165716475648884,0.532163742690059,2.86206896551724,5,21,0.6,-0.300847053021048,0.350074058349728,0.361940894221001,0.334875604374355,0.331718609916836
5,15,58,1.29310344827586,0.0266666666666667,0.0219047619047619,0.603809523809524,0.70427059712774,0.993452380952381,0.944114125411064,0.495714285714286,-0.0374979751697745,0.634285714285714,0.722222222222222,5,3,0.773333333333333,0.0389126399974727,-0.110241316960922,-0.109908429887294,-0.0743778747910027,-0.0584210579993807
5,85,183,2.3224043715847,0.0936974789915966,0.0987675070028011,0.277147525676937,0.364517807122849,0.999155773420479,0.598668470005101,0.504733893557423,0.0111625426150709,0.512044817927171,1.96791443850267,5,1323,0.430588235294118,-0.0215643394036943,0.022972001487128,0.024028244261354,0.0206722121693335,0.0244674634919048
5,76,168,2.26190476190476,0.0936842105263158,0.098280701754386,0.28472514619883,0.375857978279031,1.0073343079922,0.617273439150903,0.504824561403509,0.011868494626581,0.508491228070175,1.78443113772455,5,995,0.442105263157895,-0.0245969351942198,0.0233004791258859,0.0232606082492677,0.0226021421707665,0.0225457806576171
16,25,48,8.33333333333333,0.0236944444444444,0.0283888888888889,0.0992777777777778,0.130714285714286,1.2637037037037,0.196452452043913,0.508586233211233,0.026683012900615,0.792916666666667,1.51681957186544,15,234,0.12,-0.266534214299604,0.117419808286968,0.138684068661468,0.105796948364072,0.111917855784149
6,8,24,2,0.157142857142857,0.219047619047619,0.430357142857143,0.537840136054422,1.12053571428571,0.714587885460996,0.561904761904762,0.109943825883793,0.547619047619048,1.76470588235294,6,4,0.5,-0.0280641633311793,0.405685761061066,0.405814206412865,0.246379755781571,0.246027602775728
6,9,39,1.38461538461538,0.0407407407407407,0.0537037037037037,0.553703703703704,0.680814093314093,1.04472222222222,0.937434041694317,0.509722222222222,0.0299534998870496,0.592592592592593,1.32558139534884,6,0,0.722222222222222,-0.0579592352007257,0.0937283602069426,0.0842146894912408,0.061316679279238,0.0384259508654968
3,8,14,1.71428571428571,0.178571428571429,0.142857142857143,0.404761904761905,0.519047619047619,0.973214285714286,0.742733708192063,0.482142857142857,-0.0714285714285714,0.476190476190476,0.571428571428572,3,6,0.583333333333333,0.101327548552133,-0.109385503351111,-0.106258860282102,-0.104179572167791,-0.0986151355550256
3,3,5,1.8,0,0.222222222222222,0.555555555555556,0.666666666666667,1.66666666666667,1,0.611111111111111,1,0.555555555555556,2,2,0,0.555555555555556,-1.27413541377343,1.45408906192159,1.48817922958051,1.38977357444848,1.4213203422
15,65,297,3.28282828282828,0.0450228937728938,0.0715613553113553,0.179846078067232,0.265911083089271,1.17480804277683,0.540357493154967,0.563007910892526,0.0710399423822599,0.599423076923077,6.03125,15,715,0.304615384615385,-0.242812851287783,0.284098218468667,0.283613878217509,0.269520807300708,0.267665136261216
4,20,50,1.6,0.0745614035087719,0.0701754385964912,0.431140350877193,0.538621553884712,0.964912280701754,0.807701107873918,0.496271929824561,-0.021978021978022,0.518421052631579,0.782608695652174,4,32,0.625,0.00856366544682555,-0.0416769153361403,-0.0487941820138836,-0.0441407884364118,-0.0380403413063727
3,16,31,1.54838709677419,0.0916666666666667,0.105555555555556,0.480555555555556,0.588888888888889,1.00416666666667,0.829632104960444,0.506944444444444,0.0454545454545455,0.541666666666667,1.45454545454545,3,19,0.645833333333333,-0.0535572539605407,0.0669992941951599,0.0789914000617586,0.0635398178281568,0.0674830540637647
7,38,87,3.05747126436782,0.0550023707918445,0.106685633001422,0.234024249813723,0.312899673425989,1.15472893946578,0.554086576579658,0.565135812504234,0.110380052346713,0.601503759398496,5.76875,7,294,0.327067669172932,-0.252333961599707,0.283603312541922,0.286579319199212,0.269151192727463,0.268756142657159
6,36,80,2.7,0.0868783068783069,0.126349206349206,0.269312169312169,0.36260015117158,1.14343915343915,0.586472664765,0.544973544973545,0.0854695404006879,0.564021164021164,4.03252032520325,6,224,0.37037037037037,-0.170707934459615,0.203958373379921,0.204541073527498,0.191019090025416,0.196066411978436
3,63,121,1.56198347107438,0.0964328383683222,0.0916538658474142,0.472691585594811,0.570353302611367,0.992959549411162,0.803542158073942,0.497610513739546,-0.0170731707317073,0.53336746885134,0.317073170731707,3,369,0.64021164021164,0.0226007538874977,-0.0255967746765788,-0.024070147986138,-0.0192891881892007,-0.0183459879928294
3,77,150,1.54,0.083276372750057,0.0940988835725678,0.489861016176806,0.588961038961039,1.01255980861244,0.825353859365745,0.505411255411255,0.040391156462585,0.549555707450444,2.93877551020408,3,492,0.649350649350649,-0.056428073805195,0.0519464859075711,0.0592939463629652,0.0542043113453986,0.0601444863500094
3,165,278,1.78057553956835,0.117467356491747,0.15580192165558,0.443409706824341,0.532451342695245,1.07392830746489,0.742155834188345,0.519167282581917,0.0957185039370079,0.532249322493225,13.15625,3,3408,0.561616161616162,-0.135284779650786,0.135261466798852,0.136095752728525,0.136194489302427,0.134248484705274
6,282,662,2.5558912386707,0.0734812346987709,0.108920353684494,0.276072453160361,0.365760013355985,1.16592169135896,0.614998516338657,0.541173662115208,0.0856024823763342,0.552737184826228,24.6651685393258,6,13644,0.391252955082742,-0.182730720888904,0.199369717951565,0.197634844054856,0.192925382996465,0.192389462678636
8,4,27,1.18518518518519,0.0178571428571429,0.0654761904761905,0.761904761904762,0.862210012210012,1.03439153439153,0.986222617222907,0.583333333333333,0.256589704601773,0.770833333333333,1.51612903225806,4,0,0.84375,-0.808630246091262,0.600179345788748,0.787854245816367,0.671747178017324,0.688569724122965
8,4,30,1.06666666666667,0.00595238095238095,0,0.875,0.931746031746032,0.996598639455782,0.996238936610993,0.489583333333333,-0.142857142857143,0.875,0.857142857142857,3,0,0.9375,0.402463345145923,-0.410783020655041,-0.350681519458735,-0.427217500694211,-0.377018377725618
42,91,281,13.6014234875445,0.00645726708444478,0.0126660795650343,0.0616990512667212,0.0893098843278047,1.98263272571215,0.19203843565576,0.548674440002195,0.0486037647022177,0.869666841095412,5.4826456434934,41,3069,0.0735217163788592,-0.331615471199704,0.328128223851361,0.325795910186396,0.328139401347267,0.329853338305369
8,6,23,2.08695652173913,0.0452380952380952,0.0785714285714286,0.298492063492063,0.424338624338624,1.26666666666667,0.807839316021739,0.551190476190476,0.12766350795735,0.491666666666667,1.47457627118644,6,1,0.479166666666667,-0.396176784001827,0.301942649539974,0.272619035114669,0.344979420614731,0.336012543468303
8,22,64,2.75,0.0213358070500928,0.234384662956092,0.4568130282416,0.591076816401492,1.92611832611833,0.875021766651344,0.789857761286333,0.452651542956939,0.720779220779221,10.7042253521127,8,15,0.363636363636364,-1.03507863270755,1.31690023218296,1.33475765025738,1.20276949048197,1.19489347091926
91,679,1207,51.1922120961061,0.000596195893809511,0.00304472926887462,0.0724364297427184,0.0843780475550336,6.39017935174588,0.127659497167781,0.552523599588166,0.0754239070776218,0.96411443245022,45.3728683213812,79,198709,0.0195342213015262,-0.758827557393267,0.763319630222613,0.766966485912526,0.758571603006866,0.760260411735146
20,30,332,1.80722891566265,0.0221536600120992,0.0462673926194797,0.35056832432086,0.449132683995826,1.10950148234057,0.839682283700664,0.579589027080887,0.118010074134453,0.52,3.71156462585034,20,44,0.553333333333333,-0.456873735997145,0.544766671031818,0.539956788744927,0.508853200258795,0.514495168135222
4,12,41,1.17073170731707,0.0151515151515152,0.0378787878787879,0.756313131313131,0.843434343434343,1.02693602693603,0.986531986531986,0.515782828282828,0.248803387171258,0.761363636363636,2.05882352941176,4,0,0.854166666666667,-0.366484759340343,0.510823354981612,0.450732771933026,0.391764597452547,0.425526522491194
4,4,11,1.45454545454545,0.111111111111111,0.111111111111111,0.541666666666667,0.665079365079365,1.05555555555556,0.888888888888889,0.486111111111111,-0.0515668461264172,0.541666666666667,1,3,0,0.6875,0.29852595043229,0.0467460884272694,0.0372970301757359,-0.0137100374997898,-0.0289537108224019
11,17,100,1.87,0.0470588235294118,0.054144385026738,0.32403101392072,0.427763796319729,1.03293341642212,0.766778110606582,0.514443277310924,0.0313176272359631,0.495989304812834,1.35333333333333,11,22,0.53475935828877,-0.128874721693003,0.0855259855011836,0.0898837987943458,0.0969966477892154,0.082307865618863
51,14,114,6.26315789473684,0.024132730015083,0.050635638870933,0.127190377953082,0.20744004029806,1.78659561290939,0.418190395982973,0.642971198656266,0.109008849910197,0.756087050204697,2.36122177954847,30,20,0.159663865546218,-1.07735052845051,0.830403782229698,0.87494905040135,0.786233985027522,0.761436838031423
5,33,68,2.42647058823529,0.104924242424242,0.113068181818182,0.278661616161616,0.359642556517556,1.05775199915825,0.578683906974398,0.507481060606061,0.0181001580976833,0.518181818181818,1.57333333333333,5,207,0.412121212121212,-0.0244351121431297,0.0560478990810373,0.047216813859988,0.0401300497846227,0.0375291085412434
5,35,78,2.24358974358974,0.107731092436975,0.151428571428571,0.330252100840336,0.433321328531413,1.10580065359477,0.662984333998675,0.540672268907563,0.0845838324915469,0.538151260504202,3.95454545454545,5,165,0.445714285714286,-0.14815437453955,0.182876278886806,0.177753279702184,0.16738253037491,0.170822772711001
10,99,320,3.09375,0.0565702375226185,0.0799972514258229,0.215661964641556,0.300613125873182,1.29432934433002,0.549573804636902,0.54277018647767,0.0700867442876377,0.582395382395382,7.42462311557789,10,1818,0.323232323232323,-0.182193003409331,0.235155342709033,0.236917308754348,0.211491390805936,0.21201667926129
11,40,201,2.18905472636816,0.0526340326340326,0.104988344988345,0.319082491582492,0.428381301977992,1.15401682349103,0.709970489384644,0.591656954156954,0.125967636227191,0.547435897435897,6.38609112709832,11,161,0.456818181818182,-0.33764244925292,0.434743839952252,0.442966499205104,0.399166780706951,0.403482974603545
25,79,299,6.60535117056856,0.0138310072487288,0.0506545493887266,0.159485780769367,0.2341423024992,2.64591138718762,0.493956962591107,0.666887937916395,0.173781963895319,0.777838364167478,13.961157654227,25,1244,0.151392405063291,-0.830267205145916,0.875256036898231,0.897500854414686,0.857587542125591,0.860101218480285
4,24,46,2.08695652173913,0.0718599033816425,0.123792270531401,0.365942028985507,0.459851621808144,1.18639291465378,0.718264450267472,0.539251207729469,0.145110198107197,0.532608695652174,3.6875,4,75,0.479166666666667,-0.266750237049204,0.2546643608621,0.252064872711794,0.25013086133924,0.264632446107034
3,10,20,1.5,0.0444444444444444,0.0962962962962963,0.522222222222222,0.634814814814815,1.11666666666667,0.905762417019457,0.525925925925926,0.233333333333333,0.57037037037037,2.16666666666667,3,4,0.666666666666667,-0.338398646929892,0.350444697184983,0.334672945479844,0.32413164047759,0.34769514980208
6,21,57,2.21052631578947,0.0561904761904762,0.104444444444444,0.315714285714286,0.418684120112692,1.20277777777778,0.726864578253847,0.555833333333333,0.128466779925518,0.536507936507936,3.432,6,51,0.452380952380952,-0.264701467625679,0.298672148058594,0.3017770382732,0.2817759982926,0.284382199733011
6,18,40,2.7,0.0906318082788671,0.0880174291938998,0.216339869281046,0.298635750596535,0.966187363834423,0.525444898706143,0.498420479302832,-0.00194391082637002,0.525054466230937,0.896551724137931,6,66,0.37037037037037,-0.00328124863732128,0.00671122610837911,-0.00286287113536415,-0.00961767267291867,0.00218403295536504
8,49,93,4.21505376344086,0.0698797376093294,0.0806304664723032,0.170682499190152,0.230800534499514,1.08461829176115,0.359380695013284,0.516041059280855,0.0264803017710196,0.646896258503401,2.35372848948375,8,692,0.237244897959184,-0.0544500421986661,0.0837067852638181,0.0884165177889313,0.077426180065997,0.0700874228901186
4,32,71,1.80281690140845,0.082997311827957,0.148521505376344,0.431283602150538,0.546802995391705,1.11693548387097,0.800668668146971,0.546622983870968,0.158725962738182,0.550907258064516,5.19354838709677,4,80,0.5546875,-0.258314755551126,0.276202512762675,0.274221103112811,0.276803637234219,0.26950419053845
18,11,38,5.21052631578947,0.0319667260843731,0.0583481877599525,0.131469237832874,0.202447855175128,1.33042424242424,0.398294068705593,0.57985066404184,0.0787372559560755,0.711111111111111,1.90983606557377,14,28,0.191919191919192,-0.592460585585839,0.345745055472821,0.338736116182603,0.327405419681022,0.311211704276549
13,44,143,4,0.0338130861386675,0.109746842304982,0.241876824725662,0.339671721278487,1.82627471519498,0.611156468017326,0.663697924110186,0.209875155935285,0.693852658968938,10.3695652173913,13,278,0.25,-0.659144001125045,0.781018287823897,0.793997736933431,0.732232721764833,0.722817965330067
4,15,23,2.60869565217391,0.150793650793651,0.122222222222222,0.254761904761905,0.316825396825397,0.933333333333333,0.462436691383365,0.48015873015873,-0.0537005642411882,0.5,0.234042553191489,4,55,0.383333333333333,0.104536319998431,-0.0865561933684749,-0.0843725439849695,-0.102622421852426,-0.100612694736018
3,18,23,2.34782608695652,0.206971677559913,0.185185185185185,0.325708061002179,0.37516339869281,0.944444444444444,0.487049787789223,0.489106753812636,-0.0367647058823529,0.492374727668845,0.411764705882353,3,78,0.425925925925926,0.0510890930217015,-0.0533264625667446,-0.0495789694271708,-0.0531934153898368,-0.0459686567742977
7,30,54,3.88888888888889,0.0569239189928845,0.0852764094143404,0.201330049261084,0.255920452472177,1.21953320561941,0.415600498938345,0.537941981390257,0.0690284350501996,0.640065681444992,3.21367521367521,7,245,0.257142857142857,-0.175813018052042,0.177643929829657,0.170860998420086,0.175883730358681,0.168376233116805
6,30,63,2.85714285714286,0.0697318007662835,0.101915708812261,0.238697318007663,0.317558839627805,1.10049808429119,0.547903232621671,0.539444444444445,0.0819026506608973,0.568199233716475,3.22222222222222,6,182,0.35,-0.184875715583743,0.183483228599124,0.180301480069798,0.186202771133478,0.189514788206385
